code,dept,number,name,credits,semester,prereqs,description
MIS2100,MIS,2100,Introduction to Business and Analytics Programming,3.0,Fall,,Develops business problem solving skills through the application of commonly used high-level business programming languages. Topics include foundational programming concepts practices and debugging and testing techniques. Introduces concepts for programming business analytics systems.
MIS2200,MIS,2200,Web Programming,3.0,On Demand,MIS2100 or CS1122 or CS1131,"Covers technologies, tools, and environments related to the development of mobile and web-enabled business solutions. Topics include the development environment for mobile and web-based solutions, key development technologies, desirable development practices, and design, programming, debugging and testing methods."
MIS3000,MIS,3000,Business Process Management and Automation,3.0,Spring,MIS2000,"Studies business decision management discipline using business rules, process models (e.g. flowcharts, unified modeling language, swim lanes), and information systems to improve efficiency and effectiveness. Emphasis on industry standards, automation tools, and business process management used to increase productivity."
MIS3100,MIS,3100,Business Database Modeling and Management,3.0,Fall,MIS2100 or CS1122 or CS1131,"Emphasizes database principles that are constant across  different database software products through concrete  examples using a relational database management system.  Provides a well-rounded business perspective about modeling, developing, utilizing, and managing organizational  databases."
MIS3200,MIS,3200,Systems Analysis and Design,3.0,Spring,MIS2100 or CS1122 or CS1131,Provides an understanding of the IS development and  modification process and the evaluation choices of a system  development methodology. Emphasizes effective communication  with users and team members and others associated with the development and maintenance of the information system.  Stresses analysis and logical design of departmental-level  information system.
MIS3500,MIS,3500,User-Centered Design,3.0,On Demand,MIS2000 or MIS2100 or CS1122 or CS1131,"Studies user-centered design in development of effective interface solutions for business needs. Content may include input/output devices, user modeling, help and documentation, social issues, and usability evaluation. Emphasis on how interface design addresses human capabilities and capacities."
MIS4000,MIS,4000,AI and Emerging Technologies for Business,3.0,Fall,MIS2100 or CS1122 or CS1131,"Focuses on understanding AI and IT for competitive advantage and as an agent of transformation.  Topics include managing AI, IT nfrastructure and architecture, facilitating information distribution throughout the enterprise, business applications for machine learning and artificial intelligence, and other emerging trends and technologies."
MIS4100,MIS,4100,Business Analytics and Information Systems Projects,3.0,Spring,(MIS2100 and MIS3100 and MIS3200) or (CS2321 and CS3141 and CS3425) or (MIS2100 and MIS3100 and MA3720),MIS and business analytics capstone course. Applies analytics and IS practices and artifacts as solutions to business problems using student-led project teams under faculty supervision. Students develop a working prototype of a business solution with analytics capabilities using good design and management practices.
MIS4200,MIS,4200,Management of Cyber Security,3.0,"On Demand, in odd years",MIS2000 or MIS2100 or CS1111 or CS1122 or CS1131,"Review of information systems security concepts and industry best practices. The subject matter is organized to provide students a foundation about  cybersecurity principles, the business value of cybersecurity, and national and international policy and legal considerations related to cybersecurity."
MIS4400,MIS,4400,Business Intelligence and Analytics,3.0,Spring,(MIS2100 or CS1122 or CS1131) and (MIS3100 or CS3425),Focuses on generation and interpretation of business analytics relative to organizational decision making. Includes core skills necessary for constructing data retrieval queries in a relational database environment and processing data using appropriate programming languages. Introduces concepts related to data pipelining.
MIS4500,MIS,4500,Systems Design for Innovation and Entrepreneurship,1.0,On Demand,MIS2000(C) or MIS2100(C) or CS1111(C) or CS1122(C) or CS1131(C) or SAT1200(C),"This course is designed to support students who desire to design an IT software solution to commercialize. The course provides support for student entrepreneurs and innovators during various stages of the systems development life cycle, such as planning, requirements gathering, design and implementation."
MIS4990,MIS,4990,Special Topics in Management Information Systems,3.0,On Demand,MIS2000 or MIS2100 or CS1122 or CS1131,"Examines current IS/IT topics and issues in greater depth  from a managerial perspective. A single offering of this  course will concentrate on one or two topics, which will  vary. "
MKT3000,MKT,3000,Principles of Marketing,3.0,"Fall, Spring, Summer",,"Emphasizes decisions made in developing both strategic and  tactical marketing plans. Uses computer simulations,  experiential learning assignments, and marketing plan  development to demonstrate principles of market  segmentation, product development, pricing, distribution  planning, and promotion."
MKT3200,MKT,3200,Consumer Behavior &amp; Culture,3.0,Fall,MKT3000,"Introduces students to models, theories, practices, and sociocultural issues pertinent to consumers' decision making and lifestyle choices. Discussions will be based on a variety of disciplines: psychology, sociology, economics, and anthropology."
MKT3400,MKT,3400,Integrated Marketing Communications,3.0,On Demand,BA3800 or MKT3000,"Discusses how a variety of marketing communication methods, such as advertising, public relations, sales promotion, point-of-purchase, and direct marketing are developed, implemented, and evaluated in an integrative manner."
MKT3600,MKT,3600,Marketing Data Analytics,3.0,Spring,(MA2710 or MA2720 or MA3710 or BUS2100) and MKT3000,"Focuses on data-driven consumer insights for marketing decision-making. Topics include scientific research methodology, survey research, social media data-analysis, multivariate data analysis, information visualization, and report writing and presentations."
MKT4100,MKT,4100,Sales and Sales Technology,3.0,Fall,MKT3000,"Focuses on sales force management and experience. Topics include the buying-selling process, sales data analysis, cutting-edge sales technologies, sales simulation and forecasting, negotiation, and sales strategies and tactics."
MKT4200,MKT,4200,B2B Marketing in a Digital Age,3.0,Spring,MKT3000,"Emphasis is on B2B (Business to Business) marketing strategy. Topics include business marketing programs, buying center management, product offering using 3D printer, B2B case study, market trend analysis, and inter-firm relationship strategies."
MKT4300,MKT,4300,Global Marketing,3.0,Fall,MKT3000,"Discusses the critical elements of international marketing strategy: socio-politico-economic environment, global consumer culture, entry strategy, and global marketing mix. Utilizes cases and examples in order for students to better understand the globalized marketplace."
MKT4500,MKT,4500,Digital Media Marketing,3.0,Spring,MKT3000,"Introduces fundamentals of social media and e-commerce. Discussion also include search engine optimization, user-generated content, mobile applications, content strategies, social media campaigns, new media strategies, and future trends in digital marketing."
MKT4700,MKT,4700,Marketing Strategy,3.0,Spring,MKT3200 and MKT3600 and MKT4300(C),"Marketing capstone course. Discusses various aspects of creative and value-enhancing marketing strategies. Topics include branding, innovation, marketing research, marketing communication, services, consumer culture, corporate social responsibility, digital media marketing, and globalization."
